business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
MING'S FONG LAM RESTAURANT	2878 24th St	San Francisco	CA	94110	37.752798	-122.409843		1358_20180319	2017-03-19	94.0	Routine - Unscheduled	1358_20180319_103131	Moderate risk vermin infestation	Moderate Risk
Aslam's Rasoi, Inc.	1037 VALENCIA St	San Francisco	CA	94110	37.756293	-122.421016		65487_20171107	2017-11-07	90.0	Routine - Unscheduled	65487_20171107_103131	Moderate risk vermin infestation	Moderate Risk
SUBWAY SANDWICHES & SALADS	1500 FILLMORE St	San Francisco	CA	94115	37.78332	-122.432647		631_20180314	2017-03-14	87.0	Routine - Unscheduled	631_20180314_103154	Unclean or degraded floors walls or ceilings	Low Risk
McDonald's	5411 3rd St	San Francisco	CA	94124				88505_20161004	2017-10-04	100.0	Routine - Unscheduled			
City View Restaurant	662 Commercial St	San Francisco	CA	94111	37.794127	-122.404074		3510_20161109	2017-11-09	68.0	Routine - Unscheduled	3510_20161109_103150	Improper or defective plumbing	Low Risk
Tacos San Buena	2598 Harrison St	San Francisco	CA	94110	37.749851	-122.415121	+14155550404	5301_20160201	2017-02-01	92.0	Routine - Unscheduled	5301_20160201_103143	Inadequate warewashing facilities or equipment	Low Risk
City Super	1108 Stockton St	San Francisco	CA	94133				83351_20171127	2017-11-27	78.0	Routine - Unscheduled	83351_20171127_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Repose Coffee Bar and Gallery	262 Divisadero St	San Francisco	CA	94117			+14155879110	81261_20161024	2017-10-24	100.0	Routine - Unscheduled			
Deli World	18 Ocean Ave.	San Francisco	CA	94112	37.724174	-122.435859	+14155333111	15279_20170925	2017-09-25	94.0	Routine - Unscheduled	15279_20170925_103138	Improper storage use or identification of toxic substances	Low Risk
SAFEWAY #1507	2020 MARKET St	San Francisco	CA	94114	37.768743	-122.427549	+14155867660	3834_20180316	2017-03-16		Complaint			
WING HING RESTAURANT	2550 SAN BRUNO Ave	San Francisco	CA	94134	37.729408	-122.404391		2622_20160526	2017-05-26	61.0	Routine - Unscheduled	2622_20160526_103154	Unclean or degraded floors walls or ceilings	Low Risk
Poki Time	2101 Lombard St	San Francisco	CA	94123				87652_20160721	2017-07-21	55.0	Routine - Unscheduled	87652_20160721_103132	Improper thawing methods	Moderate Risk
Ha Nam Ninh Restaurant	701 Larkin St	San Francisco	CA	94109				79248_20160726	2017-07-26	75.0	Routine - Unscheduled	79248_20160726_103133	Foods not protected from contamination	Moderate Risk
Golden Gate Market	2767 Lombard St	San Francisco	CA	94123				75662_20160511	2017-05-11	90.0	Routine - Unscheduled	75662_20160511_103154	Unclean or degraded floors walls or ceilings	Low Risk
Rangoon Ruby Burmese Cuisine	1608 Polk St	San Francisco	CA	94109				81978_20170420	2017-04-20		Reinspection/Followup			
Squat and Gobble Cafe	2263 Chestnut St	San Francisco	CA	94123	37.800254	-122.440467		17750_20160209	2017-02-09	88.0	Routine - Unscheduled	17750_20160209_103131	Moderate risk vermin infestation	Moderate Risk
Focaccia Market Bakery	455 Market St 150	San Francisco	CA	94105	37.791227	-122.398872		65635_20150824	2017-08-24	78.0	Routine - Unscheduled	65635_20150824_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Terrace Cafe	2100 Webster St., # 108	San Francisco	CA	94115				81290_20160602	2017-06-02	85.0	Routine - Unscheduled	81290_20160602_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Happy Chinese Restaurant	1324 Powell St	San Francisco	CA	94133	37.796848	-122.410097		3817_20160407	2017-04-07	74.0	Routine - Unscheduled	3817_20160407_103133	Foods not protected from contamination	Moderate Risk
IMPERIAL GARDEN SEAFOOD RESTAURANT	2626 SAN BRUNO Ave	San Francisco	CA	94134	37.728458	-122.403991	+14155469666	3862_20160712	2017-07-12	75.0	Routine - Unscheduled	3862_20160712_103161	Low risk vermin infestation	Low Risk
Francisca Club	595 Sutter St	San Francisco	CA	94102	37.789014	-122.409967		3129_20170803	2017-08-03		Non-inspection site visit			
Native Burger	3720 Geary Blvd	San Francisco	CA	94118				93401_20180103	2017-01-03		New Ownership - Followup			
Universal Bakery Inc.	3458 MISSION St	San Francisco	CA	94110	37.741317	-122.422687		4449_20160628	2017-06-28	88.0	Routine - Unscheduled	4449_20160628_103154	Unclean or degraded floors walls or ceilings	Low Risk
GOURMET DIM SUM & CAFE	651 CLEMENT St	San Francisco	CA	94118	37.782823	-122.466359		2717_20160926	2017-09-26		Complaint			
Niji Japanese Grille	50 Post St Space #53	San Francisco	CA	94104	37.789064	-122.402861		2252_20171215	2017-12-15	84.0	Routine - Unscheduled	2252_20171215_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
La Torta Gorda	2833 24th St	San Francisco	CA	94110	37.752813	-122.408799		32170_20160816	2017-08-16	90.0	Routine - Unscheduled	32170_20160816_103144	Unapproved or unmaintained equipment or utensils	Low Risk
ORIENTAL SEAFOOD RESTAURANT	2520 NORIEGA St	San Francisco	CA	94122	37.753638	-122.490712		2292_20171115	2017-11-15	76.0	Routine - Unscheduled	2292_20171115_103112	No hot water or running water	High Risk
Mikkeller Bar	34 Mason St	San Francisco	CA	94102				74358_20160511	2017-05-11	90.0	Routine - Unscheduled	74358_20160511_103142	Unclean nonfood contact surfaces	Low Risk
SUPER STAR RESTAURANT	4919 MISSION St B	San Francisco	CA	94112	37.719692	-122.438575		393_20160809	2017-08-09		Reinspection/Followup			
Bun Mee	650 Market St	San Francisco	CA	94104				76401_20171228	2017-12-28	81.0	Routine - Unscheduled	76401_20171228_103103	High risk food holding temperature	High Risk
Sun Sang Market	1205 Stockton St	San Francisco	CA	94133	37.796973	-122.408504		4614_20160816	2017-08-16	75.0	Routine - Unscheduled	4614_20160816_103131	Moderate risk vermin infestation	Moderate Risk
Blue Bottle Coffee	2 South Park	San Francisco	CA	94107				89569_20180220	2017-02-20	88.0	Routine - Unscheduled	89569_20180220_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
MARINA DELI	2299 CHESTNUT St	San Francisco	CA	94123	37.800194	-122.440927		5038_20160528	2017-05-28	90.0	Routine - Unscheduled	5038_20160528_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Szechuan Taste Restaurant Inc	917 Taraval St	San Francisco	CA	94116			+14155688383	82869_20160708	2017-07-08		Reinspection/Followup			
Chico's Grill	3771 Mission St	San Francisco	CA	94110	37.736438	-122.424269	+14155970375	21982_20160606	2017-06-06	90.0	Routine - Unscheduled	21982_20160606_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
RICE GARDEN	1515 SLOAT Blvd	San Francisco	CA	94132	37.733944	-122.490438		4686_20150331	2017-03-31	92.0	Routine - Unscheduled	4686_20150331_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Champa Garden	613 Faxon Ave	San Francisco	CA	94112			+14155344186	75402_20170105	2017-01-05	87.0	Routine - Unscheduled	75402_20170105_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
The Ice Cream Bar	815 COLE St	San Francisco	CA	94117	37.766567	-122.450189		66684_20150930	2017-09-30	96.0	Routine - Unscheduled	66684_20150930_103131	Moderate risk vermin infestation	Moderate Risk
Casa Guadalupe #3	2999 MISSION	San Francisco	CA	94110	37.749194	-122.418116	+14155875145	33700_20171018	2017-10-18	88.0	Routine - Unscheduled	33700_20171018_103131	Moderate risk vermin infestation	Moderate Risk
RAILROAD EXPRESSO CAFE	705 \ Blvd	San Francisco	CA	94127	37.731513	-122.45133	+14155334009	994_20160810	2017-08-10	88.0	Routine - Unscheduled	994_20160810_103120	Moderate risk food holding temperature	Moderate Risk
The Salvation Army	240 Turk St	San Francisco	CA	94102	37.782938	-122.413133		37732_20151208	2017-12-08	89.0	Routine - Unscheduled	37732_20151208_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
CORSAGNA	1668 UNION St	San Francisco	CA	94123	37.79826	-122.426748	+14155770527	276_20171103	2017-11-03	100.0	Routine - Unscheduled			
Tokyo Express Restaurant	814 Mission St	San Francisco	CA	94103	37.784163	-122.404739		63601_20161007	2017-10-07	80.0	Routine - Unscheduled	63601_20161007_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Co Nam	1653 Polk St	San Francisco	CA	94109	37.791963	-122.421033		70017_20161011	2017-10-11	78.0	Routine - Unscheduled	70017_20161011_103142	Unclean nonfood contact surfaces	Low Risk
Polo Grounds Pub & Grill	747 03rd St	San Francisco	CA	94107				69152_20150617	2017-06-17	76.0	Routine - Unscheduled	69152_20150617_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Ana's Market	105 BROAD St	San Francisco	CA	94112	37.713153	-122.45641		65026_20170621	2017-06-21	92.0	Routine - Unscheduled	65026_20170621_103161	Low risk vermin infestation	Low Risk
Starbucks	675 Townsend St	San Francisco	CA	94103	37.770517	-122.403221		19418_20150424	2017-04-24	100.0	Routine - Unscheduled			
SERV U MARKET	2750 21st St	San Francisco	CA	94110	37.757608	-122.409771		7649_20170721	2017-07-21	92.0	Routine - Unscheduled	7649_20170721_103139	Improper food storage	Low Risk
AFC Sushi @ Safeway #2646	735 07 Ave	San Francisco	CA	94118			+14150603200	79219_20160405	2017-04-05	100.0	Routine - Unscheduled			
Rhea's Deli & Market	800 Valencia St	San Francisco	CA	94110			+14155285255	78172_20150615	2017-06-15		Non-inspection site visit			
STARBUCKS COFFEE	1298 HOWARD St	San Francisco	CA	94103	37.775314	-122.412819	+14155567385	4425_20160504	2017-05-04	94.0	Routine - Unscheduled	4425_20160504_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
The Front Porch	65 29th St A	San Francisco	CA	94110	37.743943	-122.421988		21807_20171030	2017-10-30	86.0	Routine - Unscheduled	21807_20171030_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Creperie St. Germain	1750 Cesar Chavez  D	San Francisco	CA	94124				94769_20180221	2017-02-21		New Ownership			
Sip Tea Room	721 Lincoln Way	San Francisco	CA	94122				92050_20170720	2017-07-20		New Ownership	92050_20170720_103150	Improper or defective plumbing	Low Risk
Zhong Shan Restaurant	2237 Taraval St	San Francisco	CA	94116			+14155598938	76035_20161020	2017-10-20		Reinspection/Followup			
McAuley Adolescent Special Education	2200 Hayes St	San Francisco	CA	94117	37.773657	-122.454417		65820_20160407	2017-04-07	91.0	Routine - Unscheduled	65820_20160407_103103	High risk food holding temperature	High Risk
Lolo Restaurant	974 Valencia St	San Francisco	CA	94110			+14155645656	77462_20160614	2017-06-14	92.0	Routine - Unscheduled	77462_20160614_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
MING'S DINER	2129 Taraval St	San Francisco	CA	94116	37.742433	-122.489069		3167_20160412	2017-04-12	68.0	Routine - Unscheduled	3167_20160412_103154	Unclean or degraded floors walls or ceilings	Low Risk
Pete's Deli & Cafe	1661 Divisadero St	San Francisco	CA	94115	37.785124	-122.439874		1777_20150330	2017-03-30	81.0	Routine - Unscheduled	1777_20150330_103139	Improper food storage	Low Risk
City Super	1108 Stockton St	San Francisco	CA	94133				83351_20160316	2017-03-16	77.0	Routine - Unscheduled	83351_20160316_103150	Improper or defective plumbing	Low Risk
Guang Dong Barbecue Tea House	2191 Irving St	San Francisco	CA	94122			+14155739948	74149_20171129	2017-11-29	75.0	Routine - Unscheduled	74149_20171129_103138	Improper storage use or identification of toxic substances	Low Risk
Rincon Latino	5080 Mission St	San Francisco	CA	94112				75604_20160809	2017-08-09	82.0	Routine - Unscheduled	75604_20160809_103105	Improper cooling methods	High Risk
The Noodle House	1507 Sloat Blvd	San Francisco	CA	94132			+14155569921	82142_20160627	2017-06-27	82.0	Routine - Unscheduled	82142_20160627_103120	Moderate risk food holding temperature	Moderate Risk
David's Deli & Bistro	474 Geary St	San Francisco	CA	94102				72004_20150826	2017-08-26	83.0	Routine - Unscheduled	72004_20150826_103156	Permit license or inspection report not posted	Low Risk
BURRITO EXPRESS	1601 TARAVAL St	San Francisco	CA	94116	37.742673	-122.48334		588_20160623	2017-06-23		Reinspection/Followup			
Jamba Juice	152 Kearny St	San Francisco	CA	94108				86133_20170831	2017-08-31	92.0	Routine - Unscheduled	86133_20170831_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
JEWISH FAMILY & CHILDREN'S SERVICES	2534 JUDAH St	San Francisco	CA	94122	37.761215	-122.489161		5225_20160708	2017-07-08		Routine - Unscheduled			
GOLDEN PRODUCE	172 CHURCH St	San Francisco	CA	94114	37.768187	-122.429024	+14155431536	7207_20170105	2017-01-05	92.0	Routine - Unscheduled	7207_20170105_103131	Moderate risk vermin infestation	Moderate Risk
Namu Gaji	499 Dolores St	San Francisco	CA	94110	37.761554	-122.425956	+14155436268	67552_20160518	2017-05-18		Reinspection/Followup			
Yummy Sticks	428 11th St	San Francisco	CA	94103				85908_20160618	2017-06-18	81.0	Routine - Unscheduled	85908_20160618_103139	Improper food storage	Low Risk
PAN-O-RAMA	500 FLORIDA St	San Francisco	CA	94110	37.762921	-122.411254		5272_20160627	2017-06-27		Complaint			
Cable Car Corner	1099 Powell St	San Francisco	CA	94108	37.794615	-122.409705		101_20170627	2017-06-27	90.0	Routine - Unscheduled	101_20170627_103129	Insufficient hot water or running water	Moderate Risk
SQUAT & GOBBLE CAFE #3	3600 16th St	San Francisco	CA	94114	37.764248	-122.433392		1124_20171121	2017-11-21		Reinspection/Followup	1124_20171121_103154	Unclean or degraded floors walls or ceilings	Low Risk
Tacos San Buena	2598 Harrison St	San Francisco	CA	94110	37.749851	-122.415121	+14155550404	5301_20150414	2017-04-14	93.0	Routine - Unscheduled	5301_20150414_103105	Improper cooling methods	High Risk
BOULEVARD	1 MISSION St	San Francisco	CA	94105	37.793497	-122.392841		3484_20170321	2017-03-21	92.0	Routine - Unscheduled	3484_20170321_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Beanstalk - Inner Richmond	4555 California St	San Francisco	CA	94118				90837_20170307	2017-03-07		New Ownership			
My Ivy Corp.	1901 DIVISADERO St	San Francisco	CA	94115	37.787323	-122.440323		64814_20160801	2017-08-01	78.0	Routine - Unscheduled	64814_20160801_103133	Foods not protected from contamination	Moderate Risk
Union Square Sports Bar	115 Mason St	San Francisco	CA	94102	37.78453	-122.409392		59153_20161020	2017-10-20	77.0	Routine - Unscheduled	59153_20161020_103150	Improper or defective plumbing	Low Risk
Zoe's	3088 24th St	San Francisco	CA	94110				69884_20160128	2017-01-28	86.0	Routine - Unscheduled	69884_20160128_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
El Dorado Market	124 Jones St	San Francisco	CA	94102	37.782488	-122.412267		32729_20160523	2017-05-23		Reinspection/Followup			
The Roxie Theater	3117 16th St	San Francisco	CA	94103	37.764828	-122.422363		69081_20160615	2017-06-15		Routine - Scheduled	69081_20160615_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Chart House	Pier 39  Space 206-8	San Francisco	CA	94133			+14155432260	79145_20171003	2017-10-03	94.0	Routine - Unscheduled	79145_20171003_103145	Improper storage of equipment utensils or linens	Low Risk
Asha Tea House	17 Kearny St	San Francisco	CA	94108				82892_20150702	2017-07-02		New Construction			
TSING TAO RESTAURANT	3107 CLEMENT St	San Francisco	CA	94121	37.781624	-122.492609		606_20170720	2017-07-20	78.0	Routine - Unscheduled	606_20170720_103142	Unclean nonfood contact surfaces	Low Risk
Empero Taste	4052 BALBOA St	San Francisco	CA	94121	37.77554	-122.502142		68403_20170524	2017-05-24	71.0	Routine - Unscheduled	68403_20170524_103103	High risk food holding temperature	High Risk
Mr. Holmes Bakehouse	1042 Larkin St	San Francisco	CA	94109				79412_20160506	2017-05-06	96.0	Routine - Unscheduled	79412_20160506_103120	Moderate risk food holding temperature	Moderate Risk
Cafe New Honolulu	888 Stockton St	San Francisco	CA	94108				82123_20171207	2017-12-07	87.0	Routine - Unscheduled	82123_20171207_103131	Moderate risk vermin infestation	Moderate Risk
Pho Delicious	1365 Stockton St	San Francisco	CA	94133				86765_20161220	2017-12-20	79.0	Routine - Unscheduled	86765_20161220_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Baladie Cafe	337 Kearny St	San Francisco	CA	94108				86138_20180212	2017-02-12	83.0	Routine - Unscheduled	86138_20180212_103129	Insufficient hot water or running water	Moderate Risk
PACIFIC SUPER MARKET	2900 ALEMANY Blvd	San Francisco	CA	94112	37.712148	-122.452076	+14155331628	7643_20170309	2017-03-09	67.0	Routine - Unscheduled	7643_20170309_103103	High risk food holding temperature	High Risk
Humphrey Slocombe Ice Cream	3450 3rd St., Suite 4E	San Francisco	CA	94124				93501_20180209	2017-02-09		New Ownership			
Andrea's Bakery	4511 Mission St	San Francisco	CA	94112	37.72604	-122.433714		38427_20151116	2017-11-16	82.0	Routine - Unscheduled	38427_20151116_103147	Inadequate ventilation or lighting	Low Risk
Eight Immortals	1433 Taraval St	San Francisco	CA	94116	37.742754	-122.481659		64549_20160525	2017-05-25	88.0	Routine - Unscheduled	64549_20160525_103154	Unclean or degraded floors walls or ceilings	Low Risk
Sotto Mare Oysteria & Seafood	552 Green St	San Francisco	CA	94133			+14155393181	80931_20180123	2017-01-23	86.0	Routine - Unscheduled	80931_20180123_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Mrs. T's Cafe	809 Montgomery St	San Francisco	CA	94133	37.796474	-122.40356		3536_20161216	2017-12-16	86.0	Routine - Unscheduled	3536_20161216_103144	Unapproved or unmaintained equipment or utensils	Low Risk
SEGAFREDO	33 Powell St	San Francisco	CA	94103	37.784858	-122.407764		8948_20160122	2017-01-22		New Construction			
Little Beijing Restaurant	1316 Noriega St	San Francisco	CA	94122			+14155710365	81976_20180205	2017-02-05	72.0	Routine - Unscheduled	81976_20180205_103157	Food safety certificate or food handler card not available	Low Risk
Roam Artisan Burgers	1785 UNION St	San Francisco	CA	94123	37.797954	-122.428477	+14155414247	63047_20150611	2017-06-11	90.0	Routine - Unscheduled	63047_20150611_103161	Low risk vermin infestation	Low Risk
Parkside Quickly	1050 TARAVAL St	San Francisco	CA	94116	37.742989	-122.477662		59407_20171207	2017-12-07	90.0	Routine - Unscheduled	59407_20171207_103120	Moderate risk food holding temperature	Moderate Risk
MELS DRIVE-IN	1050 VAN NESS Ave	San Francisco	CA	94109	37.785358	-122.421357	+14155296357	2797_20161019	2017-10-19	86.0	Routine - Unscheduled	2797_20161019_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
PEET'S COFFEE & TEA	2300 16th St #240	San Francisco	CA	94103	37.765708	-122.409002	+14155566713	5019_20160729	2017-07-29		New Construction			
Sur La Table	845 Market St Space#015	San Francisco	CA	94103	37.784848	-122.406892		66475_20171122	2017-11-22	90.0	Routine - Unscheduled	66475_20171122_103143	Inadequate warewashing facilities or equipment	Low Risk
Locali Mediterranean	98 Battery St #B	San Francisco	CA	94111	37.792027	-122.399686		64790_20171017	2017-10-17	94.0	Routine - Unscheduled	64790_20171017_103154	Unclean or degraded floors walls or ceilings	Low Risk
The Chairman	177 Eddy St	San Francisco	CA	94102				69906_20170111	2017-01-11	90.0	Routine - Unscheduled	69906_20170111_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Cup A Joe Coffehaus	896 Sutter St	San Francisco	CA	94109				84165_20150722	2017-07-22		New Ownership			
Saffron Lounge	685 Townsend St	San Francisco	CA	94103	37.770728	-122.402962		27947_20160713	2017-07-13	92.0	Routine - Unscheduled	27947_20160713_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Pho Delicious	1365 Stockton St	San Francisco	CA	94133				86765_20160729	2017-07-29		Reinspection/Followup			
Crab House	Pier 39  Space 203C	San Francisco	CA	94133	37.80824	-122.410189		3443_20150908	2017-09-08	90.0	Routine - Unscheduled	3443_20150908_103131	Moderate risk vermin infestation	Moderate Risk
My Canh Restaurant	626 Broadway St	San Francisco	CA	94133	37.797828	-122.407474		442_20160316	2017-03-16		Reinspection/Followup			
Venticello Ristorante	1257 Taylor St	San Francisco	CA	94108	37.794173	-122.413014		3497_20160525	2017-05-25	92.0	Routine - Unscheduled	3497_20160525_103131	Moderate risk vermin infestation	Moderate Risk
Thai Thai Noodle 2	1400 California St	San Francisco	CA	94109				77778_20170810	2017-08-10	84.0	Routine - Unscheduled	77778_20170810_103158	Unpermitted food facility	Low Risk
Hot Pot Garden	1055 Taraval St	San Francisco	CA	94116	37.742933	-122.477599		68121_20171018	2017-10-18	96.0	Routine - Unscheduled	68121_20171018_103139	Improper food storage	Low Risk
Haight Street Happy Donuts	1794 HAIGHT St	San Francisco	CA	94117	37.769438	-122.451771		65770_20150508	2017-05-08	92.0	Routine - Unscheduled	65770_20150508_103142	Unclean nonfood contact surfaces	Low Risk
Whitechapel	600 Polk St	San Francisco	CA	94102				83596_20151021	2017-10-21		New Ownership			
Tang Collection	1033 Taraval St	San Francisco	CA	94116			+14155666888	89798_20171130	2017-11-30	82.0	Routine - Unscheduled	89798_20171130_103135	No person in charge of food facility	Low Risk
Yemen Cafe & Restaurant	1098 Sutter St	San Francisco	CA	94109			+14155448832	86545_20160520	2017-05-20	76.0	Routine - Unscheduled	86545_20160520_103138	Improper storage use or identification of toxic substances	Low Risk
Subway #27657	701 Sutter St	San Francisco	CA	94109	37.788764	-122.412027		65826_20170713	2017-07-13	94.0	Routine - Unscheduled	65826_20170713_103150	Improper or defective plumbing	Low Risk
Da Cafe	407 Clement St	San Francisco	CA	94118				86647_20170517	2017-05-17	72.0	Routine - Unscheduled	86647_20170517_103118	Employee eating or smoking	Moderate Risk
Philz Coffee	748 Van Ness Ave	San Francisco	CA	94102	37.782565	-122.420626		60230_20171023	2017-10-23		Reinspection/Followup			
Mora Taco Truck	1116 Potrero Ave	San Francisco	CA	94124			+14155756019	80679_20160119	2017-01-19		Structural Inspection			
North Border Taco	Treasure Island	San Francisco	CA				+14156376314	90470_20170126	2017-01-26		New Ownership			
Happy Chinese Restaurant	1324 Powell St	San Francisco	CA	94133	37.796848	-122.410097		3817_20161130	2017-11-30		Reinspection/Followup			
Halal Wings Plus	533 Jones St	San Francisco	CA	94102				89328_20161206	2017-12-06	84.0	Routine - Unscheduled	89328_20161206_103132	Improper thawing methods	Moderate Risk
Zhong Shan Restaurant	2237 Taraval St	San Francisco	CA	94116			+14155598938	76035_20170809	2017-08-09	69.0	Routine - Unscheduled	76035_20170809_103112	No hot water or running water	High Risk
Lai Hong Lounge	1416 Powell St	San Francisco	CA	94133	37.797596	-122.410207		69205_20171108	2017-11-08	75.0	Routine - Unscheduled	69205_20171108_103109	Unclean or unsanitary food contact surfaces	High Risk
Union Square Sports Bar	115 Mason St	San Francisco	CA	94102	37.78453	-122.409392		59153_20160415	2017-04-15	88.0	Routine - Unscheduled	59153_20160415_103131	Moderate risk vermin infestation	Moderate Risk
Andersen Bakery	50 Post St #1	San Francisco	CA	94104	37.789064	-122.402861		19379_20171114	2017-11-14	90.0	Routine - Unscheduled	19379_20171114_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
ZUSHI-PUZZLE	1910 LOMBARD St	San Francisco	CA	94123	37.800248	-122.433053		2063_20170214	2017-02-14	86.0	Routine - Unscheduled	2063_20170214_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Mission Noodle House	4845 Mission St.	San Francisco	CA	94112				92067_20170823	2017-08-23		Reinspection/Followup	92067_20170823_103131	Moderate risk vermin infestation	Moderate Risk
Balompie Cafe No. 3 Inc.	3801 Mission St	San Francisco	CA	94110	37.73598	-122.424438		37304_20161212	2017-12-12	85.0	Routine - Unscheduled	37304_20161212_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
El Porteno I Restaurant	5173 MISSION St	San Francisco	CA	94112	37.715905	-122.441373		69606_20160720	2017-07-20	85.0	Routine - Unscheduled	69606_20160720_103133	Foods not protected from contamination	Moderate Risk
San Sun Restaurant	848 Washington St	San Francisco	CA	94108	37.795108	-122.407213		65901_20171108	2017-11-08	90.0	Routine - Unscheduled	65901_20171108_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Edgewood Children's Center	1801 Vicente St	San Francisco	CA		37.739083	-122.485437		9358_20151116	2017-11-16	96.0	Routine - Unscheduled	9358_20151116_103131	Moderate risk vermin infestation	Moderate Risk
IZZY'S STEAK & CHOP HOUSE	3345 STEINER St	San Francisco	CA	94123	37.800384	-122.437864	+14155560487	3885_20160616	2017-06-16	83.0	Routine - Unscheduled	3885_20160616_103130	Inadequate sewage or wastewater disposal	Moderate Risk
Udupi Palace	1007 1/2 Valencia St	San Francisco	CA	94110	37.756771	-122.421019		37407_20150601	2017-06-01	66.0	Routine - Unscheduled	37407_20150601_103139	Improper food storage	Low Risk
BURGER KING	35 POWELL St	San Francisco	CA	94102	37.785094	-122.407785	+14155511515	3769_20160919	2017-09-19		Complaint			
WAN KEE RESTAURANT	2152 MISSION St	San Francisco	CA	94110	37.762527	-122.419475	+14155864138	2649_20160829	2017-08-29	86.0	Routine - Unscheduled	2649_20160829_103120	Moderate risk food holding temperature	Moderate Risk
BILLIARD PALACADE	5179 MISSION St	San Francisco	CA	94112	37.715769	-122.441505		7529_20150526	2017-05-26	100.0	Routine - Unscheduled			
Deli World	18 Ocean Ave.	San Francisco	CA	94112	37.724174	-122.435859	+14155333111	15279_20151001	2017-10-01	88.0	Routine - Unscheduled	15279_20151001_103143	Inadequate warewashing facilities or equipment	Low Risk
Taqueria Cazadores Restaurant	1600 C Mission St	San Francisco	CA	94110	37.749851	-122.415121	+14156781286	59044_20160719	2017-07-19	73.0	Routine - Unscheduled	59044_20160719_103132	Improper thawing methods	Moderate Risk
LITTLE HENRY'S	3600 BALBOA St	San Francisco	CA	94121	37.775728	-122.497522		547_20160412	2017-04-12	98.0	Routine - Unscheduled	547_20160412_103142	Unclean nonfood contact surfaces	Low Risk
BISOU	2367 Market St	San Francisco	CA	94114	37.763008	-122.434543		60756_20151218	2017-12-18	75.0	Routine - Unscheduled	60756_20151218_103103	High risk food holding temperature	High Risk
TIO CHILOS GRILL	2872 24th St	San Francisco	CA	94110	37.752807	-122.409752		1797_20160113	2017-01-13	85.0	Routine - Unscheduled	1797_20160113_103145	Improper storage of equipment utensils or linens	Low Risk
THE BEACH CHALET BREWERY & REST.	1000 GREAT HIGHWAY	San Francisco	CA	94121	37.770346	-122.510896		3485_20150803	2017-08-03	83.0	Routine - Unscheduled	3485_20150803_103132	Improper thawing methods	Moderate Risk
Cordon Bleu	1574 California St	San Francisco	CA	94109	37.790683	-122.420264		1345_20160722	2017-07-22	79.0	Routine - Unscheduled	1345_20160722_103131	Moderate risk vermin infestation	Moderate Risk
HOWARD'S CAFE	1309 09th Ave	San Francisco	CA	94122	37.758941	-122.48591		2697_20170926	2017-09-26		Complaint	2697_20170926_103154	Unclean or degraded floors walls or ceilings	Low Risk
Saucy Asian	3801 17th St	San Francisco	CA	94110			+14155481661	85917_20170816	2017-08-16	82.0	Routine - Unscheduled	85917_20170816_103103	High risk food holding temperature	High Risk
NEW SWEETHEART BAKERY	2956 24th St	San Francisco	CA	94110	37.752756	-122.411086		7771_20170104	2017-01-04	90.0	Routine - Unscheduled	7771_20170104_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Miller's East Coast Deli	1725 Polk St	San Francisco	CA	94109	37.792784	-122.421164		33442_20160216	2017-02-16	75.0	Routine - Unscheduled	33442_20160216_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Epicurean at Mercy High School	3250 19th Ave	San Francisco	CA	94132				94149_20180319	2017-03-19		Non-inspection site visit			
