business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
New Cheung Hing Restaurant LLC.	2339 Noriega St	San Francisco	CA	94122			+14155815528	77564_20160523	2017-05-23		Reinspection/Followup			
Palio Paninoteca	505 Montgomery St	San Francisco	CA	94111	37.793841	-122.402947		2226_20161104	2017-11-04	84.0	Routine - Unscheduled	2226_20161104_103156	Permit license or inspection report not posted	Low Risk
Taqueria Castillo B	10 Mason St	San Francisco	CA	94102	37.783527	-122.409061		60354_20151216	2017-12-16	76.0	Routine - Unscheduled	60354_20151216_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Holy Kitchen	4166 24th St	San Francisco	CA	94114			+14155644416	77632_20160308	2017-03-08	90.0	Routine - Unscheduled	77632_20160308_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Halal Wings Plus	533 Jones St	San Francisco	CA	94102				89328_20171127	2017-11-27	96.0	Routine - Unscheduled	89328_20171127_103139	Improper food storage	Low Risk
LEAPING LEMUR CAFE	1 ZOO Rd	San Francisco	CA	94132	37.73017	-122.502535	+14155757182	2974_20160527	2017-05-27	90.0	Routine - Unscheduled	2974_20160527_103144	Unapproved or unmaintained equipment or utensils	Low Risk
AL-HAMRA	3083 16th St	San Francisco	CA	94103	37.764913	-122.421349		2764_20151216	2017-12-16	88.0	Routine - Unscheduled	2764_20151216_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Squat and Gobble Cafe	2263 Chestnut St	San Francisco	CA	94123	37.800254	-122.440467		17750_20180108	2017-01-08	80.0	Routine - Unscheduled	17750_20180108_103105	Improper cooling methods	High Risk
Elaine's Kitchen	434 Broadway St	San Francisco	CA	94133	37.798178	-122.404484		2004_20160602	2017-06-02	83.0	Routine - Unscheduled	2004_20160602_103109	Unclean or unsanitary food contact surfaces	High Risk
Acquerello	1722 Sacramento St	San Francisco	CA	94109	37.791507	-122.421257		2175_20160722	2017-07-22	96.0	Routine - Unscheduled	2175_20160722_103127	Noncompliance with HAACP plan or variance	Moderate Risk
IMPERIAL GARDEN SEAFOOD RESTAURANT	2626 SAN BRUNO Ave	San Francisco	CA	94134	37.728458	-122.403991	+14155469666	3862_20170905	2017-09-05	73.0	Routine - Unscheduled	3862_20170905_103131	Moderate risk vermin infestation	Moderate Risk
Ambrosia Bakery	2605 Ocean Ave	San Francisco	CA	94132			+14155335305	86682_20160301	2017-03-01		New Ownership	86682_20160301_103142	Unclean nonfood contact surfaces	Low Risk
Golden Burma Restaurant	15 Boardman Place	San Francisco	CA	94103			+14155738282	87639_20160707	2017-07-07	87.0	Routine - Unscheduled	87639_20160707_103132	Improper thawing methods	Moderate Risk
Mission Street Pantry	55 04th St 1/F	San Francisco	CA	94103	37.784964	-122.404752		30496_20150827	2017-08-27		New Construction			
Mymy	1500 California St	San Francisco	CA	94109	37.790798	-122.419214	+14155807466	63413_20160701	2017-07-01	87.0	Routine - Unscheduled	63413_20160701_103120	Moderate risk food holding temperature	Moderate Risk
Kam Po Kitchen	801 Broadway St	San Francisco	CA	94133	37.797223	-122.410513		835_20171114	2017-11-14	86.0	Routine - Unscheduled	835_20171114_103133	Foods not protected from contamination	Moderate Risk
The Grove	690 Mission St	San Francisco	CA	94105	37.786474	-122.401788		61602_20170330	2017-03-30	90.0	Routine - Unscheduled	61602_20170330_103120	Moderate risk food holding temperature	Moderate Risk
Queen's Louisiana Po-Boy Cafe, LLC	3030 San Bruno Ave	San Francisco	CA	94134	37.723609	-122.401972		57774_20160719	2017-07-19	90.0	Routine - Unscheduled	57774_20160719_103132	Improper thawing methods	Moderate Risk
Nieves Cinco De Mayo Produce	3052 16th St	San Francisco	CA	94103			+14155807536	82376_20150820	2017-08-20		Reinspection/Followup			
HD Rice Noodles	1395 Noriega St	San Francisco	CA	94122			+14155923570	85787_20160912	2017-09-12	80.0	Routine - Unscheduled	85787_20160912_103103	High risk food holding temperature	High Risk
La Baguette	3251 20th Ave 172	San Francisco	CA	94132			+14155685000	76587_20170922	2017-09-22	90.0	Routine - Unscheduled	76587_20170922_103144	Unapproved or unmaintained equipment or utensils	Low Risk
New Ocean Seafood & Produce	838 Jackson St	San Francisco	CA	94133	37.795788	-122.408834		6620_20170809	2017-08-09	88.0	Routine - Unscheduled	6620_20170809_103157	Food safety certificate or food handler card not available	Low Risk
Cumaica Coffee	200 Clement St	San Francisco	CA	94118			+14150589858	86564_20161031	2017-10-31	85.0	Routine - Unscheduled	86564_20161031_103157	Food safety certificate or food handler card not available	Low Risk
El Tepa	2198 Folsom St	San Francisco	CA	94110	37.762217	-122.415035		36348_20171205	2017-12-05	90.0	Routine - Unscheduled	36348_20171205_103120	Moderate risk food holding temperature	Moderate Risk
New Regent Cafe	638 Pacific Ave	San Francisco	CA	94133	37.797008	-122.406313		39396_20160927	2017-09-27	78.0	Routine - Unscheduled	39396_20160927_103131	Moderate risk vermin infestation	Moderate Risk
Epicurean@SHCP	1055 Ellis St.	San Francisco	CA	94109				89072_20170221	2017-02-21	84.0	Routine - Unscheduled	89072_20170221_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
SF NEWA	407 Ellis St	San Francisco	CA	94102			+14155443876	88129_20170918	2017-09-18		Reinspection/Followup			
Sun Sang Market	1205 Stockton St	San Francisco	CA	94133	37.796973	-122.408504		4614_20160816	2017-08-16	75.0	Routine - Unscheduled	4614_20160816_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Peet's Coffee & Tea	595 Market St  Suite #143	San Francisco	CA	94105	37.789437	-122.401111		39667_20170912	2017-09-12	82.0	Routine - Unscheduled	39667_20170912_103148	No thermometers or uncalibrated thermometers	Low Risk
The Meatball Bar	126 Sutter St	San Francisco	CA	94104				91205_20180215	2017-02-15	91.0	Routine - Unscheduled	91205_20180215_103161	Low risk vermin infestation	Low Risk
House of Nanking	919 Kearny St	San Francisco	CA	94133	37.796463	-122.405224		884_20151210	2017-12-10	77.0	Routine - Unscheduled	884_20151210_103156	Permit license or inspection report not posted	Low Risk
RED A BAKERY	436 CLEMENT St	San Francisco	CA	94118	37.782888	-122.466101		2716_20160323	2017-03-23	57.0	Routine - Unscheduled	2716_20160323_103102	Unclean hands or improper use of gloves	High Risk
Duc Loi Supermarket	2200 MISSION St	San Francisco	CA	94110	37.761637	-122.419385		39776_20180320	2017-03-20	63.0	Routine - Unscheduled	39776_20180320_103102	Unclean hands or improper use of gloves	High Risk
The Chapel	777 Valencia St	San Francisco	CA	94110			+14150861354	70365_20160804	2017-08-04	86.0	Routine - Unscheduled	70365_20160804_103127	Noncompliance with HAACP plan or variance	Moderate Risk
Subway #25578	99 Drumm St	San Francisco	CA	94111	37.794576	-122.396643		65580_20170918	2017-09-18	83.0	Routine - Unscheduled	65580_20170918_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Anar Restaurant Persian Cuisine LLC	937 Harrison St	San Francisco	CA	94107				88764_20170215	2017-02-15		Reinspection/Followup			
Cocotte	1521 Hyde St	San Francisco	CA	94109	37.794753	-122.418184		2051_20150622	2017-06-22		Non-inspection site visit			
Trattoria Da Vittorio	150 WEST PORTAL Ave	San Francisco	CA	94127	37.739223	-122.46766	+14150507976	70838_20160610	2017-06-10	88.0	Routine - Unscheduled	70838_20160610_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Edible Arrangements	515 Bay St	San Francisco	CA	94133				83352_20160218	2017-02-18	94.0	Routine - Unscheduled	83352_20160218_103129	Insufficient hot water or running water	Moderate Risk
Sam Jordans Bar	4004 03rd St	San Francisco	CA	94124				78289_20161209	2017-12-09		Reinspection/Followup			
Bluxome Street Winery	53 Bluxome St	San Francisco	CA	94107				68602_20170830	2017-08-30	100.0	Routine - Unscheduled			
Pastel Brazzuca	290 De Haro St	San Francisco	CA	94103				72169_20161018	2017-10-18	90.0	Routine - Unscheduled	72169_20161018_103133	Foods not protected from contamination	Moderate Risk
LUCKY PORK MARKET	2659 MISSION St	San Francisco	CA	94110	37.754513	-122.418626	+14155644805	7645_20160301	2017-03-01	88.0	Routine - Unscheduled	7645_20160301_103161	Low risk vermin infestation	Low Risk
Hazel's Kitchen	1319 18th St	San Francisco	CA	94107	37.762575	-122.395757		20291_20171023	2017-10-23		Reinspection/Followup			
iNoodles	1650 Holloway Ave C134	San Francisco	CA	94132			+14152751708	84517_20150810	2017-08-10		New Ownership	84517_20150810_103157	Food safety certificate or food handler card not available	Low Risk
MATTERHORN RESTAURANT	2323 VAN NESS Ave	San Francisco	CA	94109	37.797184	-122.423824	+14155886116	3699_20170606	2017-06-06	98.0	Routine - Unscheduled	3699_20170606_103161	Low risk vermin infestation	Low Risk
Mama Ji's	4416 18th St	San Francisco	CA	94114			+14155624416	69782_20170726	2017-07-26	88.0	Routine - Unscheduled	69782_20170726_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Curry Up Now	659 Valencia St	San Francisco	CA	94110	37.762265	-122.421586	+14155827000	71380_20180109	2017-01-09		Complaint			
I Tea S.F	2150 Irving St	San Francisco	CA	94122				82354_20151125	2017-11-25	82.0	Routine - Unscheduled	82354_20151125_103103	High risk food holding temperature	High Risk
Eleven O One	1101 Polk St	San Francisco	CA	94109	37.787074	-122.419984		65677_20170419	2017-04-19	87.0	Routine - Unscheduled	65677_20170419_103103	High risk food holding temperature	High Risk
TED'S MARKET	1530 HOWARD St	San Francisco	CA	94103	37.772723	-122.41608		4923_20180320	2017-03-20	85.0	Routine - Unscheduled	4923_20180320_103120	Moderate risk food holding temperature	Moderate Risk
Hula Truck	Off The Grid	San Francisco	CA					82690_20171020	2017-10-20	84.0	Routine - Unscheduled	82690_20171020_103103	High risk food holding temperature	High Risk
Spiazzo	033 WEST PORTAL Ave	San Francisco	CA	94127	37.740456	-122.466108	+14155669511	1963_20150527	2017-05-27	90.0	Routine - Unscheduled	1963_20150527_103142	Unclean nonfood contact surfaces	Low Risk
ESPERPENTO RESTAURANT	3295 22nd St	San Francisco	CA	94110	37.755303	-122.420649		1584_20170824	2017-08-24	77.0	Routine - Unscheduled	1584_20170824_103142	Unclean nonfood contact surfaces	Low Risk
Olea Restaurant	1494 California St	San Francisco	CA	94109				90930_20170720	2017-07-20	94.0	Routine - Unscheduled	90930_20170720_103141	Improper food labeling or menu misrepresentation	Low Risk
Top's Cafe	2460 San Bruno Ave	San Francisco	CA	94134				76615_20160509	2017-05-09		Reinspection/Followup			
TAWAN'S THAI FOOD	4403 GEARY Blvd	San Francisco	CA	94118	37.780834	-122.46659		1203_20150924	2017-09-24	92.0	Routine - Unscheduled	1203_20150924_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Castagnola's Restaurant	286 Jefferson St	San Francisco	CA	49133	37.808098	-122.417194		2933_20160802	2017-08-02	88.0	Routine - Unscheduled	2933_20160802_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Chinatown Restaurant	744 Washington St	San Francisco	CA	94108	37.795248	-122.405943		3676_20150619	2017-06-19		Complaint	3676_20150619_103114	High risk vermin infestation	High Risk
Taqueria Castillo B	86 McAllister St	San Francisco	CA	94102	37.780994	-122.413637		60355_20160523	2017-05-23	66.0	Routine - Unscheduled	60355_20160523_103107	Improper reheating of food	High Risk
WE BE SUSHI	1071 VALENCIA St	San Francisco	CA	94110	37.755824	-122.420986	+14155820607	1300_20150915	2017-09-15	82.0	Routine - Unscheduled	1300_20150915_103162	Other low risk violation	Low Risk
ABC Cafe	2500 Noriega St	San Francisco	CA	94122			+14155688800	89802_20171108	2017-11-08	83.0	Routine - Unscheduled	89802_20171108_103103	High risk food holding temperature	High Risk
TENNESSEE GRILL INC	1128 TARAVAL St	San Francisco	CA	94116	37.742957	-122.478332		3029_20160314	2017-03-14	66.0	Routine - Unscheduled	3029_20160314_103132	Improper thawing methods	Moderate Risk
Powell Street Pizza and Pasta	239 Powell St	San Francisco	CA	94102				78749_20161031	2017-10-31	66.0	Routine - Unscheduled	78749_20161031_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
PEKING WOK RESTAURANT	4920 03rd St	San Francisco	CA	94124	37.733891	-122.391183		935_20160919	2017-09-19	100.0	Routine - Unscheduled	935_20160919_103131	Moderate risk vermin infestation	Moderate Risk
Fly Trap	606 FOLSOM St	San Francisco	CA	94107	37.785404	-122.396979		38479_20170419	2017-04-19	96.0	Routine - Unscheduled	38479_20170419_103154	Unclean or degraded floors walls or ceilings	Low Risk
Charley's Grilled Subs	865 Market St	San Francisco	CA	94103	37.784317	-122.407563		66406_20171020	2017-10-20		Reinspection/Followup			
Taqueria Gonzalez	2531 San Bruno Ave.	San Francisco	CA	94134				93243_20171106	2017-11-06		New Ownership - Followup			
Golden Gate Bakery	1029 Grant Ave	San Francisco	CA	94133	37.796385	-122.406724		3524_20160729	2017-07-29	94.0	Routine - Unscheduled	3524_20160729_103134	Other moderate risk violation	Moderate Risk
Little Wok	2675 Ocean Ave	San Francisco	CA	94132	37.732104	-122.474241		65103_20160527	2017-05-27	92.0	Routine - Unscheduled	65103_20160527_103157	Food safety certificate or food handler card not available	Low Risk
THE CITRUS CLUB	1790 HAIGHT St	San Francisco	CA	94117	37.769428	-122.451604	+14155759656	2325_20150608	2017-06-08	66.0	Routine - Unscheduled	2325_20150608_103103	High risk food holding temperature	High Risk
Yum Yum Hunan	1828 DIVISADERO St	San Francisco	CA	94115	37.786578	-122.440096		38442_20160418	2017-04-18	81.0	Routine - Unscheduled	38442_20160418_103131	Moderate risk vermin infestation	Moderate Risk
Wingtip	550 Montgomery St 10th Floor	San Francisco	CA	94111				76914_20161209	2017-12-09	86.0	Routine - Unscheduled	76914_20161209_103133	Foods not protected from contamination	Moderate Risk
Yuubi Japanese Restaurant	501 BALBOA ST	San Francisco	CA	94118	37.777157	-122.464045		67869_20160425	2017-04-25		Reinspection/Followup			
Akiko's Sushi Bar	542A Mason St	San Francisco	CA	94102	37.788484	-122.410045		102_20170728	2017-07-28	92.0	Routine - Unscheduled	102_20170728_103120	Moderate risk food holding temperature	Moderate Risk
CAFE MARS	798 BRANNAN St	San Francisco	CA	94103	37.773174	-122.40311		2580_20150702	2017-07-02		Reinspection/Followup			
Safeway Store #985	2350 NORIEGA St	San Francisco	CA	94122	37.753718	-122.488821		4837_20170306	2017-03-06		Complaint			
Street Meet	2380 San Bruno Ave	San Francisco	CA	94134				94094_20180206	2017-02-06		New Ownership			
Eva's Catering	Pier 45	San Francisco	CA	94122			+14155821026	5281_20170320	2017-03-20	79.0	Routine - Unscheduled	5281_20170320_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
LA GALLINITA	2989 24th St	San Francisco	CA	94110	37.752634	-122.411658		2428_20170724	2017-07-24	84.0	Routine - Unscheduled	2428_20170724_103142	Unclean nonfood contact surfaces	Low Risk
Silverstone Cafe	3278 24th St	San Francisco	CA	94110	37.752308	-122.417962		68189_20161011	2017-10-11	89.0	Routine - Unscheduled	68189_20161011_103153	Inadequate dressing rooms or improper storage of personal items	Low Risk
JIM GEORGIE'S DONUT	2799 16th St	San Francisco	CA	94103	37.765262	-122.41523	+14155867112	4907_20171108	2017-11-08	81.0	Routine - Unscheduled	4907_20171108_103145	Improper storage of equipment utensils or linens	Low Risk
Wild Pepper	3601 26th St	San Francisco	CA	94110	37.748813	-122.421569		63763_20180205	2017-02-05	72.0	Routine - Unscheduled	63763_20180205_103142	Unclean nonfood contact surfaces	Low Risk
Sotto Mare Oysteria & Seafood	552 Green St	San Francisco	CA	94133			+14155393181	80931_20160614	2017-06-14	74.0	Routine - Unscheduled	80931_20160614_103109	Unclean or unsanitary food contact surfaces	High Risk
F2 Founders LLC	400 Grove St	San Francisco	CA	94102				84668_20160620	2017-06-20		Reinspection/Followup			
A La Turca Restaurant	869 Geary St	San Francisco	CA	94109	37.786143	-122.417617		2110_20180205	2017-02-05	81.0	Routine - Unscheduled	2110_20180205_103109	Unclean or unsanitary food contact surfaces	High Risk
Rulli Risto-Bar	2300 Chestnut St.	San Francisco	CA	94123	37.800188	-122.441454	+14155927478	10615_20170918	2017-09-18		New Construction			
Sens Restaurant	4 Embarcadero Center  Promenade Level	San Francisco	CA	94111	37.795108	-122.396184		36213_20160914	2017-09-14	100.0	Routine - Unscheduled			
Tropisueño	75 Yerba Buena Ln	San Francisco	CA	94103	37.785638	-122.404189		38566_20160314	2017-03-14	80.0	Routine - Unscheduled	38566_20160314_103154	Unclean or degraded floors walls or ceilings	Low Risk
The Real Food Company	2140 Polk St	San Francisco	CA	94109	37.796478	-122.421837		3337_20171218	2017-12-18	86.0	Routine - Unscheduled	3337_20171218_103133	Foods not protected from contamination	Moderate Risk
Win Garden	2794 Diamond St	San Francisco	CA	94131			+14155268592	84889_20161128	2017-11-28	88.0	Routine - Unscheduled	84889_20161128_103144	Unapproved or unmaintained equipment or utensils	Low Risk
NOE BAGEL	3933 24th St	San Francisco	CA	94114	37.751493	-122.430439		4483_20160920	2017-09-20	92.0	Routine - Unscheduled	4483_20160920_103156	Permit license or inspection report not posted	Low Risk
Episocopal Community Services	1001 Polk St.	San Francisco	CA	94109	37.785908	-122.41981		9684_20151002	2017-10-02	81.0	Routine - Unscheduled	9684_20151002_103143	Inadequate warewashing facilities or equipment	Low Risk
Nordstrom Expresso Bar	285 Winston Dr.	San Francisco	CA	94132	37.726895	-122.475861		9208_20171019	2017-10-19		Reinspection/Followup	9208_20171019_103148	No thermometers or uncalibrated thermometers	Low Risk
SHERMAN ELEMENTARY SCHOOL	1651 UNION St	San Francisco	CA	94123	37.798243	-122.426167	+14155743530	5908_20160920	2017-09-20	90.0	Routine - Unscheduled	5908_20160920_103157	Food safety certificate or food handler card not available	Low Risk
Annie's Hot Dogs	Stockton & Market & Ellis St (NW)	San Francisco	CA	94102	37.779847	-122.418985		5441_20160819	2017-08-19	94.0	Routine - Unscheduled	5441_20160819_103156	Permit license or inspection report not posted	Low Risk
AT&T PARK - (CART 6) Espresso & Dessert	24 Willie Mays Plaza	San Francisco	CA	94107				76223_20170919	2017-09-19	98.0	Routine - Unscheduled	76223_20170919_103144	Unapproved or unmaintained equipment or utensils	Low Risk
LA COCINA	2948 FOLSOM STREET	San Francisco	CA	94110	37.750134	-122.413935		12970_20170831	2017-08-31		Non-inspection site visit			
Equinox Fitness SC San Francisco, Inc.	747 Market St	San Francisco	CA	94103				81310_20180320	2017-03-20	92.0	Routine - Unscheduled	81310_20180320_103154	Unclean or degraded floors walls or ceilings	Low Risk
Revolution Cafe	3248 22nd St	San Francisco	CA	94110	37.755419	-122.419542		67_20150520	2017-05-20	90.0	Routine - Unscheduled	67_20150520_103145	Improper storage of equipment utensils or linens	Low Risk
The Korean Kitchen	1220 09th Ave	San Francisco	CA				+14155735897	89856_20161202	2017-12-02		New Ownership			
The Steamin' Burger	Off The Grid	San Francisco	CA					80524_20170128	2017-01-28	96.0	Routine - Unscheduled	80524_20170128_103133	Foods not protected from contamination	Moderate Risk
Popsons	998 Market St	San Francisco	CA	94102			+14158881393	86116_20161229	2017-12-29	91.0	Routine - Unscheduled	86116_20161229_103105	Improper cooling methods	High Risk
San Francisco Giants	24 Willie Mays Plaza	San Francisco	CA	94107				82933_20170424	2017-04-24	94.0	Routine - Unscheduled	82933_20170424_103120	Moderate risk food holding temperature	Moderate Risk
Michael Mina Restaurant	252 California St	San Francisco	CA	94111	37.793338	-122.399583	+14155350791	64380_20170706	2017-07-06	88.0	Routine - Unscheduled	64380_20170706_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Live Sushi Bar	2001 17th St	San Francisco	CA	94103	37.764693	-122.403699		37038_20150618	2017-06-18	90.0	Routine - Unscheduled	37038_20150618_103154	Unclean or degraded floors walls or ceilings	Low Risk
Roam Artisan Burgers	1785 UNION St	San Francisco	CA	94123	37.797954	-122.428477	+14155414247	63047_20150611	2017-06-11	90.0	Routine - Unscheduled	63047_20150611_103161	Low risk vermin infestation	Low Risk
Buttermilk Southern Kitchen	2848 23rd St	San Francisco	CA	94110				79632_20171025	2017-10-25	74.0	Routine - Unscheduled	79632_20171025_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
The Sycamore	2140 MISSION St	San Francisco	CA	94110	37.762789	-122.419495		64076_20160412	2017-04-12		Complaint	64076_20160412_103152	Unclean unmaintained or improperly constructed toilet facilities	Low Risk
Smokin' Warehouse BBQ	1465 Carroll Ave	San Francisco	CA	94124	37.723466	-122.390795		63896_20170120	2017-01-20	89.0	Routine - Unscheduled	63896_20170120_103105	Improper cooling methods	High Risk
Wok And Go	2700 24th St	San Francisco	CA	94110	37.752988	-122.406682		65348_20160921	2017-09-21	86.0	Routine - Unscheduled	65348_20160921_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Keep It, Inc.	1170 Powell St	San Francisco	CA	94108				91934_20171026	2017-10-26		New Construction			
Jamber	858 Folsom St	San Francisco	CA	94107	37.780975	-122.402612		69244_20170816	2017-08-16	90.0	Routine - Unscheduled	69244_20170816_103154	Unclean or degraded floors walls or ceilings	Low Risk
K-OZ Camper	250 Beach St	San Francisco	CA	94133				89826_20170802	2017-08-02	85.0	Routine - Unscheduled	89826_20170802_103103	High risk food holding temperature	High Risk
Washington Bakery & Restaurant	733 Washington St	San Francisco	CA	94108	37.795174	-122.405845		3816_20160816	2017-08-16		Reinspection/Followup			
Cheesesteak on Clay	653 Clay St	San Francisco	CA	94111				82476_20161109	2017-11-09	94.0	Routine - Unscheduled	82476_20161109_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Fair Trade Cafe LLC	75 Hawthorne St	San Francisco	CA	94105				88099_20160815	2017-08-15		New Construction			
Ramen Underground	356 Kearny St	San Francisco	CA	94108				80164_20160803	2017-08-03	70.0	Routine - Unscheduled	80164_20160803_103132	Improper thawing methods	Moderate Risk
New Village Cafe	1426 Polk St	San Francisco	CA	94109				87762_20170201	2017-02-01	83.0	Routine - Unscheduled	87762_20170201_103156	Permit license or inspection report not posted	Low Risk
Emmys Spaghetti Shack	3230 Mission St.	San Francisco	CA	94110				92099_20170710	2017-07-10		New Ownership	92099_20170710_103154	Unclean or degraded floors walls or ceilings	Low Risk
ISUMIYA	1581 WEBSTER St	San Francisco	CA	94115	37.785227	-122.431472	+14155446867	2035_20150923	2017-09-23	60.0	Routine - Unscheduled	2035_20150923_103114	High risk vermin infestation	High Risk
SAFEWAY STORE #964	4950 Mission St	San Francisco	CA	94112	37.71954	-122.438775	+14155587200	7747_20161210	2017-12-10	88.0	Routine - Unscheduled	7747_20161210_103162	Other low risk violation	Low Risk
Yemen Cafe & Restaurant	1098 Sutter St	San Francisco	CA	94109			+14155448832	86545_20171005	2017-10-05	82.0	Routine - Unscheduled	86545_20171005_103109	Unclean or unsanitary food contact surfaces	High Risk
New Village Cafe	1426 Polk St	San Francisco	CA	94109				87762_20170808	2017-08-08		Complaint	87762_20170808_103144	Unapproved or unmaintained equipment or utensils	Low Risk
King of Thai Noodle House	184 O'Farrell St	San Francisco	CA	94102	37.786498	-122.407764		10238_20160128	2017-01-28	64.0	Routine - Unscheduled	10238_20160128_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Java House LLC	PIER 40	San Francisco	CA	94107				66522_20170809	2017-08-09	78.0	Routine - Unscheduled	66522_20170809_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Dol-Ho Restaurant	808 Pacific Ave	San Francisco	CA	94133	37.796718	-122.408714		489_20150728	2017-07-28	72.0	Routine - Unscheduled	489_20150728_103131	Moderate risk vermin infestation	Moderate Risk
Chung Chou City, Inc #5	1230 Stockton St	San Francisco	CA	94133	37.797178	-122.408477		6734_20160512	2017-05-12	82.0	Routine - Unscheduled	6734_20160512_103138	Improper storage use or identification of toxic substances	Low Risk
Ashley's Cafe	4454 California St	San Francisco	CA	94118	37.784976	-122.465169	+14155836269	62057_20160526	2017-05-26	79.0	Routine - Unscheduled	62057_20160526_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Royal Bakery	4773 Mission St	San Francisco	CA	94112			+14155337756	77642_20170317	2017-03-17	84.0	Routine - Unscheduled	77642_20170317_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Sam's Chowder Mobile	Golden Gate Park	San Francisco	CA		37.777122	-122.419639		62710_20160511	2017-05-11	86.0	Routine - Unscheduled	62710_20160511_103139	Improper food storage	Low Risk
Chez Nous Cafe	1145 Market St.	San Francisco	CA	94103				91485_20170707	2017-07-07		New Ownership			
GREEN STREET MARKET	1898 GREEN St	San Francisco	CA	94123	37.796828	-122.430234		4708_20151121	2017-11-21	94.0	Routine - Unscheduled	4708_20151121_103131	Moderate risk vermin infestation	Moderate Risk
Brioche Bakery & Cafe	210 Columbus Ave	San Francisco	CA	94133				75523_20160511	2017-05-11	81.0	Routine - Unscheduled	75523_20160511_103144	Unapproved or unmaintained equipment or utensils	Low Risk
LA MEJOR BAKERY	3329 24th St	San Francisco	CA	94110	37.752156	-122.41916	+14155720251	5006_20161017	2017-10-17	96.0	Routine - Unscheduled	5006_20161017_103120	Moderate risk food holding temperature	Moderate Risk
Good Life Grocery, The	448 CORTLAND Ave	San Francisco	CA	94110	37.739053	-122.416683	+14155643221	4797_20160308	2017-03-08	92.0	Routine - Unscheduled	4797_20160308_103144	Unapproved or unmaintained equipment or utensils	Low Risk
BLUE FRONT DELI	1430 HAIGHT St	San Francisco	CA	94117	37.770147	-122.446044		2323_20170118	2017-01-18	90.0	Routine - Unscheduled	2323_20170118_103120	Moderate risk food holding temperature	Moderate Risk
Batter Up	428 11th St	San Francisco	CA	94103			+14155695605	74229_20171030	2017-10-30		Reinspection/Followup			
Tacorea	809 Bush St	San Francisco	CA	94108				88539_20161215	2017-12-15	90.0	Routine - Unscheduled	88539_20161215_103154	Unclean or degraded floors walls or ceilings	Low Risk
Taqueria El Farolito #10	358 Beach St	San Francisco	CA	94133				79961_20170724	2017-07-24	65.0	Routine - Unscheduled	79961_20170724_103103	High risk food holding temperature	High Risk
STARBUCKS COFFEE #5431	123 MISSION St	San Francisco	CA	94105	37.792137	-122.394573		1409_20161209	2017-12-09	96.0	Routine - Unscheduled	1409_20161209_103154	Unclean or degraded floors walls or ceilings	Low Risk
NOAH'S NEW YORK BAGELS #2105	1521 SLOAT Blvd	San Francisco	CA	94132	37.733944	-122.490438		5074_20150428	2017-04-28	83.0	Routine - Unscheduled	5074_20150428_103154	Unclean or degraded floors walls or ceilings	Low Risk
Dirty Water	1355 Market St	San Francisco	CA				+14150879960	81287_20160610	2017-06-10		Reinspection/Followup			
TAQUERIA EL FAROLITO	2779 MISSION St	San Francisco	CA	94110	37.752634	-122.418486	+14155823848	2356_20170609	2017-06-09		Complaint			
La Oaxaquena Bakery and Restaurant	2128 Mission St	San Francisco	CA	94110	37.762898	-122.419505		61579_20170630	2017-06-30	67.0	Routine - Unscheduled	61579_20170630_103150	Improper or defective plumbing	Low Risk
Aslam's Rasoi, Inc.	1037 VALENCIA St	San Francisco	CA	94110	37.756293	-122.421016		65487_20171228	2017-12-28		Reinspection/Followup			
KABABAYAN FAST FOOD	2706 MISSION St	San Francisco	CA	94110	37.753691	-122.418657	+14155929635	1249_20161003	2017-10-03		Reinspection/Followup			
Little Sheep Mongolian Hot Pot	405 Mason St	San Francisco	CA	94102				76874_20161101	2017-11-01	74.0	Routine - Unscheduled	76874_20161101_103139	Improper food storage	Low Risk
Boudin Petit Cafe	170 O'Farrell St, 1st Floor	San Francisco	CA	94102	37.786548	-122.407313		1156_20170801	2017-08-01		Complaint			
